Vardas           Pavarde            Egzaminas ND1       ND2       ND3       ND4       ND5       
Vardenis8058     Pavardenis8058     4         10        4         6         2         6         
Vardenis8059     Pavardenis8059     1         2         10        7         8         2         
Vardenis8060     Pavardenis8060     6         3         5         6         6         5         
Vardenis8061     Pavardenis8061     7         8         7         4         10        5         
Vardenis8062     Pavardenis8062     5         7         5         9         2         10        
Vardenis8063     Pavardenis8063     3         5         3         5         10        1         
Vardenis8064     Pavardenis8064     10        9         5         6         2         5         
Vardenis8065     Pavardenis8065     6         9         4         2         9         4         
Vardenis8066     Pavardenis8066     1         6         4         3         4         3         
Vardenis8067     Pavardenis8067     9         7         9         6         3         6         
Vardenis8068     Pavardenis8068     4         9         8         4         5         1         
Vardenis8069     Pavardenis8069     8         6         5         3         3         3         
Vardenis8070     Pavardenis8070     5         9         5         1         3         6         
Vardenis8071     Pavardenis8071     4         7         6         1         4         9         
Vardenis8072     Pavardenis8072     6         9         3         10        3         4         
Vardenis8073     Pavardenis8073     8         10        10        5         6         4         
Vardenis8074     Pavardenis8074     1         1         7         1         6         3         
Vardenis8075     Pavardenis8075     10        10        2         3         8         2         
Vardenis8076     Pavardenis8076     2         6         6         10        9         4         
Vardenis8077     Pavardenis8077     6         1         6         6         2         10        
Vardenis8078     Pavardenis8078     9         10        2         6         3         2         
Vardenis8079     Pavardenis8079     6         1         2         9         6         5         
Vardenis8080     Pavardenis8080     1         6         1         2         2         1         
Vardenis8081     Pavardenis8081     3         5         6         8         10        3         
Vardenis8082     Pavardenis8082     5         7         2         6         1         3         
Vardenis8083     Pavardenis8083     10        6         8         2         10        9         
Vardenis8084     Pavardenis8084     1         7         5         10        7         9         
Vardenis8085     Pavardenis8085     1         10        3         3         2         6         
Vardenis8086     Pavardenis8086     1         4         10        4         3         2         
Vardenis8087     Pavardenis8087     6         4         1         6         4         10        
Vardenis8088     Pavardenis8088     4         4         1         10        4         8         
Vardenis8089     Pavardenis8089     6         2         6         9         3         9         
Vardenis8090     Pavardenis8090     7         8         6         6         8         9         
Vardenis8091     Pavardenis8091     1         7         5         10        5         5         
Vardenis8092     Pavardenis8092     10        9         6         5         9         7         
Vardenis8093     Pavardenis8093     10        2         7         3         2         1         
Vardenis8094     Pavardenis8094     5         7         10        8         2         2         
Vardenis8095     Pavardenis8095     8         8         7         3         8         7         
Vardenis8096     Pavardenis8096     7         9         9         3         1         7         
Vardenis8097     Pavardenis8097     10        3         6         5         8         9         
Vardenis8098     Pavardenis8098     1         6         7         2         1         10        
Vardenis8099     Pavardenis8099     5         7         6         1         6         1         
Vardenis8100     Pavardenis8100     6         5         4         6         7         9         
Vardenis8101     Pavardenis8101     6         5         10        8         10        1         
Vardenis8102     Pavardenis8102     8         4         2         1         3         4         
Vardenis8103     Pavardenis8103     6         2         4         6         4         2         
Vardenis8104     Pavardenis8104     1         6         7         4         4         1         
Vardenis8105     Pavardenis8105     3         1         6         4         6         4         
Vardenis8106     Pavardenis8106     9         8         9         3         5         5         
Vardenis8107     Pavardenis8107     9         8         3         1         6         4         
Vardenis8108     Pavardenis8108     2         1         10        8         5         7         
Vardenis8109     Pavardenis8109     3         8         10        4         1         8         
Vardenis8110     Pavardenis8110     9         3         9         8         3         1         
Vardenis8111     Pavardenis8111     4         4         10        8         3         5         
Vardenis8112     Pavardenis8112     1         1         3         8         6         8         
Vardenis8113     Pavardenis8113     3         1         10        1         10        8         
Vardenis8114     Pavardenis8114     7         9         8         10        3         8         
Vardenis8115     Pavardenis8115     8         9         10        7         9         5         
Vardenis8116     Pavardenis8116     1         10        7         8         2         10        
Vardenis8117     Pavardenis8117     5         7         4         10        5         4         
Vardenis8118     Pavardenis8118     2         9         5         5         8         8         
Vardenis8119     Pavardenis8119     6         7         7         2         2         5         
Vardenis8120     Pavardenis8120     4         7         2         7         1         6         
Vardenis8121     Pavardenis8121     7         3         9         6         2         10        
Vardenis8122     Pavardenis8122     6         8         1         8         6         5         
Vardenis8123     Pavardenis8123     9         6         2         3         2         6         
Vardenis8124     Pavardenis8124     3         10        4         10        8         5         
Vardenis8125     Pavardenis8125     3         5         4         3         6         5         
Vardenis8126     Pavardenis8126     4         5         10        2         7         9         
Vardenis8127     Pavardenis8127     4         9         9         8         5         1         
Vardenis8128     Pavardenis8128     6         2         6         10        4         4         
Vardenis8129     Pavardenis8129     3         7         6         9         5         10        
Vardenis8130     Pavardenis8130     10        9         5         10        5         3         
Vardenis8131     Pavardenis8131     3         1         2         7         6         9         
Vardenis8132     Pavardenis8132     6         5         7         9         8         5         
Vardenis8133     Pavardenis8133     3         7         2         3         7         6         
Vardenis8134     Pavardenis8134     1         10        5         1         2         10        
Vardenis8135     Pavardenis8135     8         5         4         4         3         9         
Vardenis8136     Pavardenis8136     7         10        4         9         10        4         
Vardenis8137     Pavardenis8137     2         9         5         5         3         6         
Vardenis8138     Pavardenis8138     5         8         2         7         9         9         
Vardenis8139     Pavardenis8139     3         9         3         2         6         2         
Vardenis8140     Pavardenis8140     10        4         9         9         10        10        
Vardenis8141     Pavardenis8141     1         8         10        7         2         10        
Vardenis8142     Pavardenis8142     2         8         10        8         6         8         
Vardenis8143     Pavardenis8143     7         4         6         1         3         9         
Vardenis8144     Pavardenis8144     2         7         2         1         3         5         
Vardenis8145     Pavardenis8145     5         7         9         3         8         2         
Vardenis8146     Pavardenis8146     7         1         4         3         6         2         
Vardenis8147     Pavardenis8147     10        8         10        7         2         8         
Vardenis8148     Pavardenis8148     7         7         5         9         6         10        
Vardenis8149     Pavardenis8149     5         5         7         3         9         3         
Vardenis8150     Pavardenis8150     8         1         8         6         9         6         
Vardenis8151     Pavardenis8151     9         2         10        8         5         1         
Vardenis8152     Pavardenis8152     7         1         6         9         6         5         
Vardenis8153     Pavardenis8153     4         3         7         8         1         1         
Vardenis8154     Pavardenis8154     5         4         10        4         4         6         
Vardenis8155     Pavardenis8155     7         8         9         6         6         4         
Vardenis8156     Pavardenis8156     3         9         5         9         6         9         
Vardenis8157     Pavardenis8157     3         7         8         6         9         8         
Vardenis8158     Pavardenis8158     3         9         6         3         4         6         
Vardenis8159     Pavardenis8159     9         9         4         9         4         8         
Vardenis8160     Pavardenis8160     7         3         9         1         4         4         
Vardenis8161     Pavardenis8161     6         3         2         7         5         2         
Vardenis8162     Pavardenis8162     6         9         5         1         3         9         
Vardenis8163     Pavardenis8163     5         4         4         6         3         8         
Vardenis8164     Pavardenis8164     5         10        7         5         2         2         
Vardenis8165     Pavardenis8165     10        2         9         8         3         10        
Vardenis8166     Pavardenis8166     3         2         8         8         3         1         
Vardenis8167     Pavardenis8167     8         3         4         6         1         5         
Vardenis8168     Pavardenis8168     10        4         6         1         8         10        
Vardenis8169     Pavardenis8169     7         9         3         6         3         9         
Vardenis8170     Pavardenis8170     9         5         3         6         1         5         
Vardenis8171     Pavardenis8171     6         4         3         8         10        3         
Vardenis8172     Pavardenis8172     1         8         4         1         8         7         
Vardenis8173     Pavardenis8173     8         3         3         2         9         10        
Vardenis8174     Pavardenis8174     6         5         8         9         7         6         
Vardenis8175     Pavardenis8175     10        4         2         6         7         8         
Vardenis8176     Pavardenis8176     6         5         2         1         10        10        
Vardenis8177     Pavardenis8177     8         8         8         3         3         1         
Vardenis8178     Pavardenis8178     6         6         3         2         3         3         
Vardenis8179     Pavardenis8179     7         10        5         4         1         9         
Vardenis8180     Pavardenis8180     8         4         9         1         4         6         
Vardenis8181     Pavardenis8181     5         5         8         2         1         4         
Vardenis8182     Pavardenis8182     9         4         9         2         6         3         
Vardenis8183     Pavardenis8183     5         8         1         5         1         4         
Vardenis8184     Pavardenis8184     10        6         9         7         6         9         
Vardenis8185     Pavardenis8185     8         3         10        6         5         2         
Vardenis8186     Pavardenis8186     2         2         9         8         7         6         
Vardenis8187     Pavardenis8187     9         10        7         8         1         2         
Vardenis8188     Pavardenis8188     6         9         3         10        10        3         
Vardenis8189     Pavardenis8189     5         9         6         2         7         1         
Vardenis8190     Pavardenis8190     10        1         4         4         6         7         
Vardenis8191     Pavardenis8191     4         2         9         1         9         9         
Vardenis8192     Pavardenis8192     2         8         4         9         1         10        
Vardenis8193     Pavardenis8193     1         9         9         7         9         7         
Vardenis8194     Pavardenis8194     4         7         4         10        7         5         
Vardenis8195     Pavardenis8195     5         1         5         10        8         10        
Vardenis8196     Pavardenis8196     7         8         4         3         6         9         
Vardenis8197     Pavardenis8197     7         1         5         4         1         4         
Vardenis8198     Pavardenis8198     10        6         8         2         4         7         
Vardenis8199     Pavardenis8199     7         2         3         1         4         4         
Vardenis8200     Pavardenis8200     7         4         2         9         7         2         
Vardenis8201     Pavardenis8201     6         2         8         2         5         4         
Vardenis8202     Pavardenis8202     1         1         4         3         7         3         
Vardenis8203     Pavardenis8203     4         1         7         7         8         10        
Vardenis8204     Pavardenis8204     5         7         3         8         1         4         
Vardenis8205     Pavardenis8205     4         9         4         7         9         3         
Vardenis8206     Pavardenis8206     1         9         1         2         1         9         
Vardenis8207     Pavardenis8207     2         5         6         2         4         2         
Vardenis8208     Pavardenis8208     5         5         4         2         1         2         
Vardenis8209     Pavardenis8209     8         10        3         6         9         8         
Vardenis8210     Pavardenis8210     5         8         6         3         6         5         
Vardenis8211     Pavardenis8211     6         4         8         9         9         8         
Vardenis8212     Pavardenis8212     3         2         4         1         5         3         
Vardenis8213     Pavardenis8213     8         7         1         7         9         4         
Vardenis8214     Pavardenis8214     8         9         7         5         1         7         
Vardenis8215     Pavardenis8215     5         9         4         2         2         8         
Vardenis8216     Pavardenis8216     3         2         6         2         2         7         
Vardenis8217     Pavardenis8217     5         4         3         3         4         9         
Vardenis8218     Pavardenis8218     6         3         4         5         6         8         
Vardenis8219     Pavardenis8219     8         2         6         9         10        5         
Vardenis8220     Pavardenis8220     4         5         4         9         2         2         
Vardenis8221     Pavardenis8221     2         9         7         6         7         6         
Vardenis8222     Pavardenis8222     10        6         7         9         6         7         
Vardenis8223     Pavardenis8223     7         3         8         7         6         4         
Vardenis8224     Pavardenis8224     3         10        6         3         4         7         
Vardenis8225     Pavardenis8225     1         6         4         9         9         7         
Vardenis8226     Pavardenis8226     4         4         8         2         3         6         
Vardenis8227     Pavardenis8227     1         9         5         2         2         8         
Vardenis8228     Pavardenis8228     5         3         4         7         1         10        
Vardenis8229     Pavardenis8229     3         6         2         2         3         1         
Vardenis8230     Pavardenis8230     8         7         10        6         8         5         
Vardenis8231     Pavardenis8231     8         10        3         9         4         4         
Vardenis8232     Pavardenis8232     8         1         4         5         8         4         
Vardenis8233     Pavardenis8233     10        9         9         10        10        6         
Vardenis8234     Pavardenis8234     5         8         2         2         5         2         
Vardenis8235     Pavardenis8235     9         1         2         2         9         1         
Vardenis8236     Pavardenis8236     9         10        9         3         10        6         
Vardenis8237     Pavardenis8237     8         8         5         7         7         7         
Vardenis8238     Pavardenis8238     6         6         8         1         1         5         
Vardenis8239     Pavardenis8239     7         8         8         1         3         5         
Vardenis8240     Pavardenis8240     5         5         2         4         7         6         
Vardenis8241     Pavardenis8241     9         2         1         10        3         7         
Vardenis8242     Pavardenis8242     1         5         2         7         5         10        
Vardenis8243     Pavardenis8243     1         4         4         5         4         1         
Vardenis8244     Pavardenis8244     1         4         9         10        1         6         
Vardenis8245     Pavardenis8245     10        2         2         10        5         6         
Vardenis8246     Pavardenis8246     6         1         6         4         10        7         
Vardenis8247     Pavardenis8247     10        10        1         2         2         8         
Vardenis8248     Pavardenis8248     6         7         6         10        7         1         
Vardenis8249     Pavardenis8249     1         3         8         10        10        7         
Vardenis8250     Pavardenis8250     10        4         8         5         6         10        
Vardenis8251     Pavardenis8251     2         6         3         8         9         7         
Vardenis8252     Pavardenis8252     7         1         4         1         10        8         
Vardenis8253     Pavardenis8253     7         3         7         8         6         1         
Vardenis8254     Pavardenis8254     7         3         2         2         5         5         
Vardenis8255     Pavardenis8255     1         4         7         6         5         10        
Vardenis8256     Pavardenis8256     6         6         2         6         2         6         
Vardenis8257     Pavardenis8257     8         1         1         10        10        4         
Vardenis8258     Pavardenis8258     6         10        3         8         3         5         
Vardenis8259     Pavardenis8259     5         9         1         1         10        2         
Vardenis8260     Pavardenis8260     4         10        1         10        9         4         
Vardenis8261     Pavardenis8261     1         3         3         7         7         8         
Vardenis8262     Pavardenis8262     4         9         1         8         4         10        
Vardenis8263     Pavardenis8263     5         10        4         3         1         5         
Vardenis8264     Pavardenis8264     3         9         3         4         9         2         
Vardenis8265     Pavardenis8265     6         10        6         6         1         10        
Vardenis8266     Pavardenis8266     7         5         5         9         9         3         
Vardenis8267     Pavardenis8267     1         6         3         9         1         2         
Vardenis8268     Pavardenis8268     5         3         6         1         4         4         
Vardenis8269     Pavardenis8269     6         10        7         5         3         7         
Vardenis8270     Pavardenis8270     9         7         8         6         8         4         
Vardenis8271     Pavardenis8271     10        6         7         2         1         7         
Vardenis8272     Pavardenis8272     5         9         8         10        3         4         
Vardenis8273     Pavardenis8273     9         9         9         2         2         8         
Vardenis8274     Pavardenis8274     3         9         10        6         3         1         
Vardenis8275     Pavardenis8275     5         7         1         7         4         10        
Vardenis8276     Pavardenis8276     9         2         3         2         2         2         
Vardenis8277     Pavardenis8277     5         1         9         2         2         10        
Vardenis8278     Pavardenis8278     10        8         5         3         2         2         
Vardenis8279     Pavardenis8279     3         3         6         3         3         5         
Vardenis8280     Pavardenis8280     10        10        1         8         1         1         
Vardenis8281     Pavardenis8281     2         5         9         10        9         2         
Vardenis8282     Pavardenis8282     3         8         1         8         3         4         
Vardenis8283     Pavardenis8283     3         9         10        4         5         8         
Vardenis8284     Pavardenis8284     10        5         3         8         8         7         
Vardenis8285     Pavardenis8285     3         8         3         4         10        3         
Vardenis8286     Pavardenis8286     9         4         8         5         6         2         
Vardenis8287     Pavardenis8287     10        3         3         6         6         4         
Vardenis8288     Pavardenis8288     7         10        1         3         7         6         
Vardenis8289     Pavardenis8289     8         7         4         2         10        2         
Vardenis8290     Pavardenis8290     2         1         9         2         2         2         
Vardenis8291     Pavardenis8291     6         8         2         8         4         4         
Vardenis8292     Pavardenis8292     6         2         2         10        8         4         
Vardenis8293     Pavardenis8293     10        8         5         10        9         6         
Vardenis8294     Pavardenis8294     1         9         8         8         1         4         
Vardenis8295     Pavardenis8295     2         2         4         2         10        9         
Vardenis8296     Pavardenis8296     7         10        5         9         5         2         
Vardenis8297     Pavardenis8297     3         1         8         3         7         5         
Vardenis8298     Pavardenis8298     9         2         3         8         10        2         
Vardenis8299     Pavardenis8299     9         9         6         5         6         5         
Vardenis8300     Pavardenis8300     4         10        3         9         7         7         
Vardenis8301     Pavardenis8301     8         1         3         1         2         4         
Vardenis8302     Pavardenis8302     2         4         5         2         4         6         
Vardenis8303     Pavardenis8303     1         8         9         1         8         1         
Vardenis8304     Pavardenis8304     3         3         4         4         2         5         
Vardenis8305     Pavardenis8305     9         1         9         2         5         9         
Vardenis8306     Pavardenis8306     7         1         5         10        8         7         
Vardenis8307     Pavardenis8307     2         8         5         6         9         5         
Vardenis8308     Pavardenis8308     10        8         6         4         10        10        
Vardenis8309     Pavardenis8309     7         2         3         1         9         5         
Vardenis8310     Pavardenis8310     2         6         3         2         8         5         
Vardenis8311     Pavardenis8311     5         4         8         7         4         4         
Vardenis8312     Pavardenis8312     7         1         10        5         2         5         
Vardenis8313     Pavardenis8313     5         10        8         8         2         6         
Vardenis8314     Pavardenis8314     8         8         7         1         1         2         
Vardenis8315     Pavardenis8315     6         4         5         5         6         1         
Vardenis8316     Pavardenis8316     5         3         5         9         3         2         
Vardenis8317     Pavardenis8317     4         7         7         3         4         3         
Vardenis8318     Pavardenis8318     9         5         6         8         8         4         
Vardenis8319     Pavardenis8319     7         1         9         5         6         10        
Vardenis8320     Pavardenis8320     3         9         7         4         1         10        
Vardenis8321     Pavardenis8321     1         1         4         1         4         3         
Vardenis8322     Pavardenis8322     5         1         4         6         9         2         
Vardenis8323     Pavardenis8323     9         8         9         2         7         1         
Vardenis8324     Pavardenis8324     7         7         8         1         5         5         
Vardenis8325     Pavardenis8325     10        4         4         4         2         10        
Vardenis8326     Pavardenis8326     3         4         8         1         6         2         
Vardenis8327     Pavardenis8327     10        1         6         8         2         3         
Vardenis8328     Pavardenis8328     3         9         9         1         9         1         
Vardenis8329     Pavardenis8329     6         7         5         3         10        4         
Vardenis8330     Pavardenis8330     1         6         7         2         1         5         
Vardenis8331     Pavardenis8331     5         9         10        2         1         3         
Vardenis8332     Pavardenis8332     8         5         9         6         3         5         
Vardenis8333     Pavardenis8333     3         1         4         1         8         9         
Vardenis8334     Pavardenis8334     7         4         7         10        10        9         
Vardenis8335     Pavardenis8335     6         10        6         5         10        2         
Vardenis8336     Pavardenis8336     7         8         1         6         1         1         
Vardenis8337     Pavardenis8337     6         4         3         6         2         3         
Vardenis8338     Pavardenis8338     10        3         8         6         1         5         
Vardenis8339     Pavardenis8339     10        1         10        6         10        2         
Vardenis8340     Pavardenis8340     8         7         8         10        5         10        
Vardenis8341     Pavardenis8341     4         1         2         4         7         8         
Vardenis8342     Pavardenis8342     10        7         6         7         7         5         
Vardenis8343     Pavardenis8343     4         7         10        8         10        2         
Vardenis8344     Pavardenis8344     7         3         2         10        3         2         
Vardenis8345     Pavardenis8345     1         2         5         7         10        10        
Vardenis8346     Pavardenis8346     9         3         3         8         3         6         
Vardenis8347     Pavardenis8347     3         4         6         4         7         6         
Vardenis8348     Pavardenis8348     7         2         4         1         1         3         
Vardenis8349     Pavardenis8349     6         8         1         1         8         2         
Vardenis8350     Pavardenis8350     8         6         8         4         10        10        
Vardenis8351     Pavardenis8351     6         1         1         8         5         7         
Vardenis8352     Pavardenis8352     10        9         5         8         5         2         
Vardenis8353     Pavardenis8353     9         3         7         5         10        4         
Vardenis8354     Pavardenis8354     1         4         4         1         8         1         
Vardenis8355     Pavardenis8355     3         7         8         2         3         6         
Vardenis8356     Pavardenis8356     7         7         2         7         3         10        
Vardenis8357     Pavardenis8357     6         2         6         3         4         2         
Vardenis8358     Pavardenis8358     6         1         5         10        8         3         
Vardenis8359     Pavardenis8359     7         6         3         10        5         9         
Vardenis8360     Pavardenis8360     5         7         2         3         10        5         
Vardenis8361     Pavardenis8361     5         5         10        8         7         9         
Vardenis8362     Pavardenis8362     1         5         10        10        4         10        
Vardenis8363     Pavardenis8363     6         2         1         7         7         8         
Vardenis8364     Pavardenis8364     7         7         3         9         8         4         
Vardenis8365     Pavardenis8365     2         7         1         10        4         2         
Vardenis8366     Pavardenis8366     2         7         3         3         5         10        
Vardenis8367     Pavardenis8367     6         6         8         9         5         8         
Vardenis8368     Pavardenis8368     8         7         6         7         1         9         
Vardenis8369     Pavardenis8369     6         9         7         4         2         4         
Vardenis8370     Pavardenis8370     1         8         8         6         10        6         
Vardenis8371     Pavardenis8371     10        5         4         7         2         6         
Vardenis8372     Pavardenis8372     3         2         1         7         9         9         
Vardenis8373     Pavardenis8373     10        5         1         10        7         5         
Vardenis8374     Pavardenis8374     6         10        5         8         5         5         
Vardenis8375     Pavardenis8375     8         4         9         2         9         7         
Vardenis8376     Pavardenis8376     7         6         10        2         1         4         
Vardenis8377     Pavardenis8377     3         9         6         10        2         8         
Vardenis8378     Pavardenis8378     6         7         8         1         8         6         
Vardenis8379     Pavardenis8379     2         3         1         1         2         6         
Vardenis8380     Pavardenis8380     10        7         5         2         10        4         
Vardenis8381     Pavardenis8381     8         7         9         7         5         3         
Vardenis8382     Pavardenis8382     10        2         5         1         1         2         
Vardenis8383     Pavardenis8383     1         4         3         9         1         9         
Vardenis8384     Pavardenis8384     10        8         3         6         3         9         
Vardenis8385     Pavardenis8385     7         2         6         4         9         10        
Vardenis8386     Pavardenis8386     2         10        5         5         10        6         
Vardenis8387     Pavardenis8387     9         9         9         4         5         2         
Vardenis8388     Pavardenis8388     3         5         6         1         2         1         
Vardenis8389     Pavardenis8389     3         3         7         7         3         3         
Vardenis8390     Pavardenis8390     1         3         8         7         6         5         
Vardenis8391     Pavardenis8391     3         8         10        5         8         2         
Vardenis8392     Pavardenis8392     4         2         5         2         8         3         
Vardenis8393     Pavardenis8393     6         6         6         10        7         5         
Vardenis8394     Pavardenis8394     2         6         2         5         7         4         
Vardenis8395     Pavardenis8395     2         5         2         6         6         2         
Vardenis8396     Pavardenis8396     6         4         4         5         1         10        
Vardenis8397     Pavardenis8397     8         8         1         4         10        1         
Vardenis8398     Pavardenis8398     7         10        1         5         8         1         
Vardenis8399     Pavardenis8399     10        1         9         3         5         8         
Vardenis8400     Pavardenis8400     5         3         10        6         8         2         
Vardenis8401     Pavardenis8401     1         5         10        8         1         4         
Vardenis8402     Pavardenis8402     3         9         7         6         9         1         
Vardenis8403     Pavardenis8403     2         10        1         7         4         8         
Vardenis8404     Pavardenis8404     1         10        3         5         5         4         
Vardenis8405     Pavardenis8405     6         9         5         3         7         10        
Vardenis8406     Pavardenis8406     10        5         9         3         10        8         
Vardenis8407     Pavardenis8407     4         7         6         9         4         10        
Vardenis8408     Pavardenis8408     9         2         5         1         7         4         
Vardenis8409     Pavardenis8409     7         3         9         7         4         10        
Vardenis8410     Pavardenis8410     4         7         1         7         7         4         
Vardenis8411     Pavardenis8411     10        9         6         10        8         10        
Vardenis8412     Pavardenis8412     2         2         1         1         7         2         
Vardenis8413     Pavardenis8413     7         2         2         2         4         10        
Vardenis8414     Pavardenis8414     5         1         7         5         4         1         
Vardenis8415     Pavardenis8415     2         6         4         5         8         4         
Vardenis8416     Pavardenis8416     6         5         7         10        1         10        
Vardenis8417     Pavardenis8417     6         1         8         8         6         8         
Vardenis8418     Pavardenis8418     5         9         8         4         8         6         
Vardenis8419     Pavardenis8419     10        9         10        4         10        5         
Vardenis8420     Pavardenis8420     4         9         6         4         5         8         
Vardenis8421     Pavardenis8421     3         1         9         10        2         7         
Vardenis8422     Pavardenis8422     6         9         8         3         7         2         
Vardenis8423     Pavardenis8423     6         5         1         6         5         10        
Vardenis8424     Pavardenis8424     4         4         1         10        3         2         
Vardenis8425     Pavardenis8425     10        2         6         2         9         6         
Vardenis8426     Pavardenis8426     4         2         9         10        7         2         
Vardenis8427     Pavardenis8427     6         10        10        9         4         8         
Vardenis8428     Pavardenis8428     1         2         8         5         10        7         
Vardenis8429     Pavardenis8429     3         9         6         8         8         6         
Vardenis8430     Pavardenis8430     8         7         6         9         8         7         
Vardenis8431     Pavardenis8431     8         9         7         2         10        6         
Vardenis8432     Pavardenis8432     1         6         3         5         2         9         
Vardenis8433     Pavardenis8433     6         8         4         2         9         3         
Vardenis8434     Pavardenis8434     10        6         2         10        3         4         
Vardenis8435     Pavardenis8435     2         3         6         8         3         8         
Vardenis8436     Pavardenis8436     9         7         9         9         8         5         
Vardenis8437     Pavardenis8437     6         6         10        7         1         7         
Vardenis8438     Pavardenis8438     3         2         9         2         2         2         
Vardenis8439     Pavardenis8439     4         9         7         2         10        8         
Vardenis8440     Pavardenis8440     1         5         4         8         7         1         
Vardenis8441     Pavardenis8441     10        1         5         4         4         3         
Vardenis8442     Pavardenis8442     4         8         6         3         6         10        
Vardenis8443     Pavardenis8443     10        8         1         6         9         10        
Vardenis8444     Pavardenis8444     1         3         2         1         8         3         
Vardenis8445     Pavardenis8445     3         5         4         9         1         7         
Vardenis8446     Pavardenis8446     10        10        5         9         8         8         
Vardenis8447     Pavardenis8447     7         4         9         9         2         2         
Vardenis8448     Pavardenis8448     8         10        5         6         1         4         
Vardenis8449     Pavardenis8449     5         7         8         7         10        10        
Vardenis8450     Pavardenis8450     2         6         6         2         5         10        
Vardenis8451     Pavardenis8451     10        7         1         2         3         8         
Vardenis8452     Pavardenis8452     5         6         5         10        2         6         
Vardenis8453     Pavardenis8453     6         8         7         8         9         7         
Vardenis8454     Pavardenis8454     9         2         4         4         3         8         
Vardenis8455     Pavardenis8455     10        7         6         7         4         10        
Vardenis8456     Pavardenis8456     10        3         10        8         10        8         
Vardenis8457     Pavardenis8457     6         3         4         4         2         3         
Vardenis8458     Pavardenis8458     2         5         2         10        10        3         
Vardenis8459     Pavardenis8459     6         3         4         1         1         6         
Vardenis8460     Pavardenis8460     5         1         8         6         4         3         
Vardenis8461     Pavardenis8461     3         8         4         1         2         6         
Vardenis8462     Pavardenis8462     3         7         6         8         4         6         
Vardenis8463     Pavardenis8463     4         1         1         9         7         4         
Vardenis8464     Pavardenis8464     7         3         2         3         6         4         
Vardenis8465     Pavardenis8465     9         9         6         6         7         3         
Vardenis8466     Pavardenis8466     9         8         2         9         2         4         
Vardenis8467     Pavardenis8467     1         8         5         1         2         7         
Vardenis8468     Pavardenis8468     8         1         5         2         9         1         
Vardenis8469     Pavardenis8469     5         4         6         2         10        2         
Vardenis8470     Pavardenis8470     4         7         6         10        1         5         
Vardenis8471     Pavardenis8471     10        9         3         5         4         4         
Vardenis8472     Pavardenis8472     2         3         10        1         6         2         
Vardenis8473     Pavardenis8473     2         2         2         7         8         8         
Vardenis8474     Pavardenis8474     3         5         9         7         2         3         
Vardenis8475     Pavardenis8475     6         10        5         1         10        4         
Vardenis8476     Pavardenis8476     5         6         9         9         1         9         
Vardenis8477     Pavardenis8477     9         2         3         3         8         1         
Vardenis8478     Pavardenis8478     7         2         6         2         9         9         
Vardenis8479     Pavardenis8479     3         9         5         3         10        2         
Vardenis8480     Pavardenis8480     10        8         3         2         7         1         
Vardenis8481     Pavardenis8481     4         5         8         4         9         5         
Vardenis8482     Pavardenis8482     7         8         2         4         1         4         
Vardenis8483     Pavardenis8483     6         10        8         8         9         2         
Vardenis8484     Pavardenis8484     6         9         1         8         9         8         
Vardenis8485     Pavardenis8485     5         10        3         2         5         9         
Vardenis8486     Pavardenis8486     10        1         4         1         10        10        
Vardenis8487     Pavardenis8487     8         2         7         10        2         1         
Vardenis8488     Pavardenis8488     1         7         2         5         9         4         
Vardenis8489     Pavardenis8489     10        5         4         10        5         1         
Vardenis8490     Pavardenis8490     8         5         10        8         1         4         
Vardenis8491     Pavardenis8491     4         3         10        9         1         7         
Vardenis8492     Pavardenis8492     2         4         6         3         2         10        
Vardenis8493     Pavardenis8493     1         9         2         6         5         4         
Vardenis8494     Pavardenis8494     1         3         8         7         8         4         
Vardenis8495     Pavardenis8495     6         4         9         9         3         5         
Vardenis8496     Pavardenis8496     6         10        3         6         2         7         
Vardenis8497     Pavardenis8497     10        9         1         7         5         8         
Vardenis8498     Pavardenis8498     10        1         7         8         9         2         
Vardenis8499     Pavardenis8499     3         8         3         3         1         1         
Vardenis8500     Pavardenis8500     5         1         8         9         5         1         
Vardenis8501     Pavardenis8501     10        6         4         6         7         7         
Vardenis8502     Pavardenis8502     9         8         7         8         2         3         
Vardenis8503     Pavardenis8503     6         5         3         4         2         8         
Vardenis8504     Pavardenis8504     4         6         7         8         2         1         
Vardenis8505     Pavardenis8505     9         8         6         6         6         5         
Vardenis8506     Pavardenis8506     6         3         2         9         1         5         
Vardenis8507     Pavardenis8507     10        6         7         2         4         2         
Vardenis8508     Pavardenis8508     7         5         9         5         7         7         
Vardenis8509     Pavardenis8509     6         10        6         7         5         3         
Vardenis8510     Pavardenis8510     9         6         7         10        7         2         
Vardenis8511     Pavardenis8511     3         4         9         8         3         6         
Vardenis8512     Pavardenis8512     1         8         3         10        4         7         
Vardenis8513     Pavardenis8513     7         7         2         7         3         5         
Vardenis8514     Pavardenis8514     7         3         10        7         6         9         
Vardenis8515     Pavardenis8515     4         10        5         6         1         2         
Vardenis8516     Pavardenis8516     5         7         7         5         8         2         
Vardenis8517     Pavardenis8517     9         4         2         8         5         1         
Vardenis8518     Pavardenis8518     3         5         4         1         1         2         
Vardenis8519     Pavardenis8519     7         3         8         10        10        8         
Vardenis8520     Pavardenis8520     2         9         8         9         6         2         
Vardenis8521     Pavardenis8521     9         2         7         10        4         6         
